Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/LogoffCustomer,Chrome 73.0.3683.103,,,2019-05-01 14:29:15,2019-05-01 14:29:16,1.111s,PASSED
"click(findTestObject(""Page_Holygram/a_customer""))",Chrome 73.0.3683.103,,,2019-05-01 14:29:15,2019-05-01 14:29:15,0.083s,PASSED
"click(findTestObject(""Page_Holygram/a_Disconnect""))",Chrome 73.0.3683.103,,,2019-05-01 14:29:15,2019-05-01 14:29:15,0.119s,PASSED
"click(findTestObject(""Page_Confirm Log Out/button_Log Out""))",Chrome 73.0.3683.103,,,2019-05-01 14:29:15,2019-05-01 14:29:15,0.129s,PASSED
closeBrowser(),Chrome 73.0.3683.103,,,2019-05-01 14:29:15,2019-05-01 14:29:16,0.559s,PASSED
,,,,,,,
Test Cases/LoginExorcist,Chrome 73.0.3683.103,,,2019-05-01 14:29:16,2019-05-01 14:29:20,4.034s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-05-01 14:29:16,2019-05-01 14:29:18,2.247s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 73.0.3683.103,,,2019-05-01 14:29:18,2019-05-01 14:29:19,0.760s,PASSED
"click(findTestObject(""Object Repository/Page_Holygram/a_Account""))",Chrome 73.0.3683.103,,,2019-05-01 14:29:19,2019-05-01 14:29:19,0.090s,PASSED
"click(findTestObject(""Object Repository/Page_Holygram/a_Log in""))",Chrome 73.0.3683.103,,,2019-05-01 14:29:19,2019-05-01 14:29:20,0.256s,PASSED
"setText(findTestObject(""Page_Please sign in/input_Username_username""), ""customer"")",Chrome 73.0.3683.103,,,2019-05-01 14:29:20,2019-05-01 14:29:20,0.116s,PASSED
"setEncryptedText(findTestObject(""Page_Please sign in/input_Password_password""), ""RigbBhfdqOBGNlJIWM1ClA=="")",Chrome 73.0.3683.103,,,2019-05-01 14:29:20,2019-05-01 14:29:20,0.108s,PASSED
"click(findTestObject(""Page_Please sign in/button_Sign in""))",Chrome 73.0.3683.103,,,2019-05-01 14:29:20,2019-05-01 14:29:20,0.252s,PASSED
,,,,,,,
Test Cases/LogoffExorcist,Chrome 73.0.3683.103,,,2019-05-01 14:29:20,2019-05-01 14:29:21,1.050s,PASSED
"click(findTestObject(""Object Repository/Page_Holygram/a_customer""))",Chrome 73.0.3683.103,,,2019-05-01 14:29:20,2019-05-01 14:29:20,0.065s,PASSED
"click(findTestObject(""Object Repository/Page_Holygram/a_Disconnect""))",Chrome 73.0.3683.103,,,2019-05-01 14:29:20,2019-05-01 14:29:20,0.105s,PASSED
"click(findTestObject(""Page_Confirm Log Out/button_Log Out""))",Chrome 73.0.3683.103,,,2019-05-01 14:29:20,2019-05-01 14:29:21,0.122s,PASSED
closeBrowser(),Chrome 73.0.3683.103,,,2019-05-01 14:29:21,2019-05-01 14:29:21,0.551s,PASSED
